lesson_id,user_id,activity_status,activity_date
699,596,COMPLETED,2025-12-01 12:08:27.509734
827,6643,STARTED,2025-11-27 12:08:27.510241
522,2510,NOT STARTED,2025-12-13 12:08:27.510695
121,363,COMPLETED,2025-11-18 12:08:27.511132
91,3546,STARTED,2025-11-06 12:08:27.511579
516,4478,STARTED,2025-11-18 12:08:27.512022
456,629,NOT STARTED,2025-11-16 12:08:27.512445
404,7189,STARTED,2025-12-26 12:08:27.512874
682,4030,STARTED,2025-12-16 12:08:27.513385
856,1776,NOT STARTED,2025-12-10 12:08:27.513816
152,5439,STARTED,2025-11-11 12:08:27.514313
492,350,STARTED,2025-12-11 12:08:27.514756
878,4669,COMPLETED,2025-11-13 12:08:27.515138
742,3029,STARTED,2026-01-18 12:08:27.515501
346,6432,STARTED,2026-01-21 12:08:27.515903
254,6487,NOT STARTED,2025-11-19 12:08:27.516363
635,1221,STARTED,2026-01-09 12:08:27.516821
299,3718,STARTED,2025-12-29 12:08:27.517305
812,3329,STARTED,2025-12-08 12:08:27.517743
574,5553,NOT STARTED,2026-01-08 12:08:27.518182
571,7707,COMPLETED,2025-12-20 12:08:27.518764
420,826,COMPLETED,2025-12-23 12:08:27.519202
832,3003,STARTED,2025-12-25 12:08:27.519668
381,7004,NOT STARTED,2026-01-14 12:08:27.520123
827,6012,STARTED,2025-12-16 12:08:27.520557
326,6386,COMPLETED,2025-12-12 12:08:27.520974
528,1775,COMPLETED,2025-11-04 12:08:27.521449
929,4322,NOT STARTED,2026-01-17 12:08:27.521882
358,3607,NOT STARTED,2025-11-14 12:08:27.522341
927,2958,COMPLETED,2025-12-06 12:08:27.522845
314,3130,NOT STARTED,2025-11-12 12:08:27.523326
364,7954,STARTED,2025-12-03 12:08:27.523750
189,1758,NOT STARTED,2025-11-25 12:08:27.524184
336,2634,STARTED,2025-11-07 12:08:27.524631
302,1805,COMPLETED,2025-12-07 12:08:27.525093
793,6191,STARTED,2025-12-24 12:08:27.525596
598,1852,STARTED,2025-12-20 12:08:27.526024
781,6463,STARTED,2025-11-15 12:08:27.526462
13,5679,COMPLETED,2025-11-25 12:08:27.526871
914,3882,COMPLETED,2025-12-05 12:08:27.527284
554,4490,NOT STARTED,2025-11-24 12:08:27.527721
776,7874,COMPLETED,2025-12-25 12:08:27.528157
861,4766,NOT STARTED,2025-12-05 12:08:27.528569
595,3977,NOT STARTED,2025-12-13 12:08:27.529241
449,5753,STARTED,2025-10-31 12:08:27.529680
856,1182,COMPLETED,2025-11-14 12:08:27.530097
310,4561,NOT STARTED,2025-12-09 12:08:27.530507
776,2046,COMPLETED,2026-01-01 12:08:27.530880
345,5956,COMPLETED,2026-01-17 12:08:27.531272
823,7504,COMPLETED,2025-12-06 12:08:27.531708
145,5852,STARTED,2025-12-26 12:08:27.532167
480,6598,STARTED,2025-11-18 12:08:27.532602
563,436,COMPLETED,2026-01-02 12:08:27.533020
728,6814,STARTED,2025-12-01 12:08:27.533487
392,3424,NOT STARTED,2025-12-01 12:08:27.533926
468,1426,NOT STARTED,2025-11-09 12:08:27.534319
653,195,NOT STARTED,2025-12-30 12:08:27.534758
708,7013,NOT STARTED,2025-11-10 12:08:27.535157
242,4950,NOT STARTED,2026-01-08 12:08:27.535550
51,180,NOT STARTED,2025-12-24 12:08:27.535974
324,257,NOT STARTED,2025-12-04 12:08:27.536378
139,2313,STARTED,2025-12-20 12:08:27.536794
1,6538,NOT STARTED,2025-11-10 12:08:27.537224
33,1868,STARTED,2026-01-12 12:08:27.553507
899,1065,STARTED,2025-12-01 12:08:27.554097
166,2479,NOT STARTED,2025-12-21 12:08:27.554625
230,437,STARTED,2025-12-08 12:08:27.555082
914,4806,STARTED,2025-11-02 12:08:27.555572
675,6691,NOT STARTED,2025-12-19 12:08:27.556056
662,4410,NOT STARTED,2025-11-18 12:08:27.556490
146,6635,NOT STARTED,2026-01-21 12:08:27.556977
30,3265,STARTED,2025-11-17 12:08:27.557496
617,1416,COMPLETED,2025-11-25 12:08:27.557987
293,3218,NOT STARTED,2025-11-15 12:08:27.558472
924,2708,STARTED,2025-12-16 12:08:27.558936
392,2075,NOT STARTED,2026-01-10 12:08:27.559369
401,12,COMPLETED,2025-11-21 12:08:27.559812
118,7637,STARTED,2025-12-12 12:08:27.560295
616,3784,COMPLETED,2026-01-28 12:08:27.560747
120,6742,COMPLETED,2026-01-17 12:08:27.561262
587,34,COMPLETED,2026-01-23 12:08:27.561699
860,7070,STARTED,2025-12-01 12:08:27.562192
615,5999,STARTED,2025-11-15 12:08:27.562600
786,5259,NOT STARTED,2025-12-14 12:08:27.563011
90,3054,COMPLETED,2025-12-23 12:08:27.563438
530,7431,COMPLETED,2025-11-25 12:08:27.563907
134,7315,STARTED,2025-11-25 12:08:27.564363
866,7168,COMPLETED,2026-01-20 12:08:27.564806
910,1516,COMPLETED,2026-01-21 12:08:27.565295
774,5333,COMPLETED,2025-11-06 12:08:27.565912
192,7800,STARTED,2026-01-08 12:08:27.566371
335,6609,COMPLETED,2026-01-13 12:08:27.566824
660,596,STARTED,2026-01-15 12:08:27.567300
441,4214,COMPLETED,2025-12-16 12:08:27.567712
39,6285,STARTED,2025-12-15 12:08:27.568143
917,3628,NOT STARTED,2026-01-15 12:08:27.568589
236,1423,COMPLETED,2025-12-16 12:08:27.569025
91,2695,STARTED,2026-01-11 12:08:27.569496
578,3813,STARTED,2025-11-09 12:08:27.569939
135,4263,STARTED,2025-12-07 12:08:27.570377
487,3836,NOT STARTED,2025-11-07 12:08:27.570900
618,7139,NOT STARTED,2026-01-06 12:08:27.571297
199,7988,NOT STARTED,2025-12-11 12:08:27.571726
574,1221,COMPLETED,2025-10-31 12:08:27.572229
458,4345,COMPLETED,2026-01-21 12:08:27.572693
561,5789,COMPLETED,2025-12-01 12:08:27.573219
26,4079,COMPLETED,2025-11-15 12:08:27.573688
317,4025,NOT STARTED,2026-01-22 12:08:27.574197
352,7396,NOT STARTED,2025-11-14 12:08:27.574672
92,6003,STARTED,2025-11-30 12:08:27.575169
361,5249,NOT STARTED,2025-11-20 12:08:27.575688
396,1885,COMPLETED,2026-01-10 12:08:27.576205
510,3745,COMPLETED,2025-12-09 12:08:27.576696
605,6484,COMPLETED,2025-11-18 12:08:27.577189
258,6521,COMPLETED,2026-01-04 12:08:27.577654
128,891,NOT STARTED,2025-12-23 12:08:27.578106
648,378,COMPLETED,2025-11-05 12:08:27.578553
735,6680,COMPLETED,2025-12-10 12:08:27.578992
830,6774,COMPLETED,2026-01-28 12:08:27.579446
669,2057,NOT STARTED,2025-12-08 12:08:27.579914
426,4344,COMPLETED,2025-11-17 12:08:27.580350
332,4044,NOT STARTED,2025-12-23 12:08:27.580760
120,864,COMPLETED,2025-12-12 12:08:27.581232
233,2675,STARTED,2025-12-27 12:08:27.581644
129,1871,NOT STARTED,2025-12-09 12:08:27.582140
895,2105,NOT STARTED,2025-11-01 12:08:27.582560
791,1002,COMPLETED,2025-12-04 12:08:27.583001
249,6301,STARTED,2025-12-09 12:08:27.583419
699,6126,NOT STARTED,2026-01-27 12:08:27.583884
693,5471,COMPLETED,2025-12-02 12:08:27.584319
328,5618,COMPLETED,2025-11-23 12:08:27.584781
404,198,STARTED,2025-11-21 12:08:27.585290
802,7614,STARTED,2025-12-29 12:08:27.585706
556,6601,NOT STARTED,2026-01-07 12:08:27.586183
291,290,STARTED,2025-11-28 12:08:27.586623
731,6279,COMPLETED,2025-11-15 12:08:27.587070
157,7121,STARTED,2025-11-19 12:08:27.587511
143,5657,COMPLETED,2025-12-25 12:08:27.587939
521,1942,STARTED,2025-12-17 12:08:27.588385
90,3258,NOT STARTED,2025-12-09 12:08:27.588779
724,539,COMPLETED,2025-11-09 12:08:27.589253
294,380,COMPLETED,2026-01-01 12:08:27.589682
882,7671,STARTED,2026-01-18 12:08:27.590135
602,5597,STARTED,2025-12-02 12:08:27.590598
228,309,NOT STARTED,2025-11-10 12:08:27.591012
486,2397,STARTED,2025-12-13 12:08:27.591471
136,2284,COMPLETED,2025-12-30 12:08:27.591910
307,4434,NOT STARTED,2025-11-05 12:08:27.592409
88,664,STARTED,2025-12-12 12:08:27.592843
18,7999,STARTED,2025-12-20 12:08:27.593321
323,1912,NOT STARTED,2025-12-21 12:08:27.593752
722,7061,COMPLETED,2025-12-18 12:08:27.594178
418,4819,NOT STARTED,2025-12-24 12:08:27.594609
14,843,NOT STARTED,2025-11-23 12:08:27.595010
893,5661,STARTED,2025-11-13 12:08:27.595461
853,7637,COMPLETED,2025-12-04 12:08:27.595904
932,7072,STARTED,2025-12-06 12:08:27.596353
541,7349,STARTED,2025-11-23 12:08:27.596796
903,6432,NOT STARTED,2025-10-31 12:08:27.597280
520,6029,COMPLETED,2025-12-14 12:08:27.597789
930,5445,NOT STARTED,2026-01-09 12:08:27.598191
557,7555,NOT STARTED,2025-12-21 12:08:27.598630
527,3939,STARTED,2025-11-08 12:08:27.599060
813,7293,NOT STARTED,2026-01-10 12:08:27.599468
230,3378,NOT STARTED,2025-11-06 12:08:27.599919
639,4155,COMPLETED,2026-01-07 12:08:27.600327
321,4884,COMPLETED,2025-12-17 12:08:27.600820
661,2696,NOT STARTED,2026-01-16 12:08:27.601258
780,2261,COMPLETED,2026-01-24 12:08:27.601643
386,4278,COMPLETED,2025-12-25 12:08:27.602109
771,6783,NOT STARTED,2026-01-27 12:08:27.602579
779,5565,NOT STARTED,2025-12-10 12:08:27.603008
486,4895,STARTED,2025-11-30 12:08:27.603461
715,7660,NOT STARTED,2025-11-16 12:08:27.603925
625,578,NOT STARTED,2026-01-24 12:08:27.604387
847,5438,NOT STARTED,2026-01-20 12:08:27.604828
773,884,STARTED,2025-11-02 12:08:27.605331
929,6087,NOT STARTED,2025-11-23 12:08:27.605782
192,7133,COMPLETED,2026-01-22 12:08:27.606204
754,2853,STARTED,2025-12-09 12:08:27.606648
288,950,COMPLETED,2025-11-15 12:08:27.607081
672,43,COMPLETED,2025-10-31 12:08:27.607537
755,1897,COMPLETED,2025-11-06 12:08:27.607924
833,7766,COMPLETED,2025-11-03 12:08:27.608366
467,79,COMPLETED,2025-11-11 12:08:27.608788
491,6103,NOT STARTED,2025-12-21 12:08:27.609277
627,1157,NOT STARTED,2026-01-16 12:08:27.609686
15,6987,STARTED,2025-12-07 12:08:27.610095
69,5377,NOT STARTED,2026-01-16 12:08:27.610586
611,5496,COMPLETED,2025-11-17 12:08:27.611033
593,3937,COMPLETED,2025-12-15 12:08:27.611442
938,1362,STARTED,2025-12-27 12:08:27.611873
497,5501,NOT STARTED,2025-12-03 12:08:27.612320
547,4430,NOT STARTED,2025-12-13 12:08:27.612756
637,7419,COMPLETED,2025-12-22 12:08:27.613216
279,3724,NOT STARTED,2025-11-04 12:08:27.613670
382,807,NOT STARTED,2025-10-31 12:08:27.614190
124,7025,NOT STARTED,2026-01-26 12:08:27.614617
564,3332,COMPLETED,2025-12-13 12:08:27.615020
717,7195,STARTED,2026-01-28 12:08:27.615453
597,4665,NOT STARTED,2025-11-28 12:08:27.615882
40,855,COMPLETED,2025-12-21 12:08:27.616344
217,32,STARTED,2025-11-09 12:08:27.616781
556,2483,STARTED,2026-01-18 12:08:27.617224
411,1750,STARTED,2025-12-26 12:08:27.617645
124,2609,NOT STARTED,2025-12-30 12:08:27.618079
398,6556,NOT STARTED,2025-11-01 12:08:27.618523
159,5914,STARTED,2026-01-24 12:08:27.618966
208,3485,NOT STARTED,2026-01-13 12:08:27.619530
192,3849,COMPLETED,2025-11-22 12:08:27.620136
186,3753,NOT STARTED,2025-11-13 12:08:27.620640
955,841,STARTED,2025-12-05 12:08:27.621079
47,1348,COMPLETED,2025-12-27 12:08:27.621512
10,1075,COMPLETED,2025-12-08 12:08:27.621938
242,7901,COMPLETED,2025-12-18 12:08:27.622389
788,3462,COMPLETED,2025-11-20 12:08:27.622836
471,4841,STARTED,2025-12-16 12:08:27.623254
163,4704,COMPLETED,2026-01-16 12:08:27.623677
34,466,STARTED,2026-01-11 12:08:27.624074
813,4896,NOT STARTED,2025-12-05 12:08:27.624474
615,7246,STARTED,2025-11-28 12:08:27.624941
918,342,COMPLETED,2026-01-04 12:08:27.625383
146,1888,COMPLETED,2025-12-01 12:08:27.625804
567,7792,NOT STARTED,2025-12-14 12:08:27.626195
7,4487,NOT STARTED,2025-11-03 12:08:27.626657
304,270,NOT STARTED,2026-01-18 12:08:27.627070
869,3842,NOT STARTED,2025-12-20 12:08:27.627448
460,3286,STARTED,2026-01-23 12:08:27.627885
13,2041,COMPLETED,2025-11-18 12:08:27.628282
96,3077,NOT STARTED,2025-12-11 12:08:27.628681
27,1577,NOT STARTED,2025-12-07 12:08:27.629108
94,7042,NOT STARTED,2025-12-27 12:08:27.629606
268,1595,NOT STARTED,2025-12-02 12:08:27.630039
316,6905,COMPLETED,2025-12-15 12:08:27.630466
430,4148,COMPLETED,2025-11-17 12:08:27.630872
443,7660,COMPLETED,2026-01-07 12:08:27.631281
493,7059,NOT STARTED,2025-12-27 12:08:27.631743
495,353,STARTED,2026-01-11 12:08:27.632159
878,2307,STARTED,2026-01-05 12:08:27.632544
340,5096,COMPLETED,2025-11-15 12:08:27.632969
504,4790,COMPLETED,2025-11-17 12:08:27.633429
438,4319,STARTED,2026-01-12 12:08:27.653437
876,485,STARTED,2025-11-05 12:08:27.653995
343,256,STARTED,2025-11-28 12:08:27.654490
144,4181,NOT STARTED,2025-12-30 12:08:27.655051
398,65,COMPLETED,2025-12-29 12:08:27.655547
346,7831,NOT STARTED,2026-01-04 12:08:27.655992
903,1729,COMPLETED,2026-01-18 12:08:27.656440
609,4951,COMPLETED,2025-12-06 12:08:27.656862
142,7472,COMPLETED,2025-11-02 12:08:27.657483
492,5794,STARTED,2026-01-25 12:08:27.657940
142,4555,STARTED,2025-12-27 12:08:27.658385
936,7334,COMPLETED,2025-11-15 12:08:27.658856
783,5723,NOT STARTED,2025-11-21 12:08:27.659305
726,1527,NOT STARTED,2026-01-15 12:08:27.659775
809,1565,NOT STARTED,2025-11-03 12:08:27.660286
822,4785,STARTED,2025-11-17 12:08:27.660727
626,5712,NOT STARTED,2026-01-11 12:08:27.661210
247,509,STARTED,2025-11-09 12:08:27.661688
359,5861,STARTED,2026-01-04 12:08:27.662194
203,2892,NOT STARTED,2025-12-02 12:08:27.662628
908,7080,STARTED,2025-11-15 12:08:27.663100
387,5700,STARTED,2025-12-10 12:08:27.663652
555,2534,COMPLETED,2025-12-04 12:08:27.664174
503,858,COMPLETED,2025-11-12 12:08:27.664751
292,3730,NOT STARTED,2025-12-21 12:08:27.665315
955,1858,COMPLETED,2025-11-05 12:08:27.665834
902,4998,STARTED,2026-01-17 12:08:27.666407
676,6963,STARTED,2026-01-14 12:08:27.667097
665,7607,STARTED,2026-01-07 12:08:27.667759
273,6319,NOT STARTED,2025-12-19 12:08:27.668284
251,4728,STARTED,2025-12-01 12:08:27.668810
462,1193,COMPLETED,2026-01-04 12:08:27.669386
860,516,NOT STARTED,2025-12-30 12:08:27.669879
733,6333,NOT STARTED,2025-12-11 12:08:27.670362
102,2324,NOT STARTED,2025-12-22 12:08:27.670840
659,2603,STARTED,2025-12-21 12:08:27.671270
546,6038,STARTED,2025-11-26 12:08:27.671749
79,5301,NOT STARTED,2025-12-16 12:08:27.672179
193,4843,STARTED,2025-11-28 12:08:27.672632
231,5744,NOT STARTED,2026-01-02 12:08:27.673062
214,2104,NOT STARTED,2025-12-11 12:08:27.673582
12,2486,STARTED,2026-01-07 12:08:27.674012
597,415,COMPLETED,2025-11-28 12:08:27.674565
35,4949,STARTED,2026-01-24 12:08:27.675008
79,6255,STARTED,2026-01-11 12:08:27.675436
489,2590,STARTED,2025-11-07 12:08:27.675907
748,6796,NOT STARTED,2025-12-08 12:08:27.676336
241,3004,STARTED,2026-01-22 12:08:27.676739
796,6864,STARTED,2025-11-26 12:08:27.677217
817,237,NOT STARTED,2025-12-28 12:08:27.677659
421,2036,NOT STARTED,2025-12-26 12:08:27.678121
615,1855,COMPLETED,2025-11-09 12:08:27.678507
674,6068,STARTED,2025-10-31 12:08:27.679001
896,2704,STARTED,2026-01-17 12:08:27.679480
381,4775,STARTED,2025-12-07 12:08:27.679911
707,4656,COMPLETED,2026-01-18 12:08:27.680354
850,2389,COMPLETED,2025-11-19 12:08:27.680787
136,2799,NOT STARTED,2025-12-26 12:08:27.681296
417,653,STARTED,2026-01-15 12:08:27.681698
490,631,NOT STARTED,2026-01-05 12:08:27.682132
504,7160,NOT STARTED,2025-12-24 12:08:27.682598
815,7902,STARTED,2026-01-15 12:08:27.683059
88,4460,STARTED,2025-12-10 12:08:27.683467
247,7894,COMPLETED,2026-01-27 12:08:27.683905
430,4609,NOT STARTED,2025-12-07 12:08:27.684346
691,6854,COMPLETED,2025-12-04 12:08:27.684736
660,692,NOT STARTED,2026-01-16 12:08:27.685097
186,938,NOT STARTED,2025-11-15 12:08:27.685559
570,6486,COMPLETED,2025-12-01 12:08:27.686026
261,3424,COMPLETED,2025-12-11 12:08:27.686468
869,4247,NOT STARTED,2025-12-18 12:08:27.686939
105,6080,STARTED,2026-01-18 12:08:27.687384
137,5957,NOT STARTED,2025-12-23 12:08:27.687797
834,7298,STARTED,2026-01-14 12:08:27.688189
80,4711,NOT STARTED,2025-12-09 12:08:27.688596
210,1686,COMPLETED,2026-01-04 12:08:27.688991
39,4762,NOT STARTED,2025-12-04 12:08:27.689475
926,5359,STARTED,2025-11-23 12:08:27.689956
663,1160,NOT STARTED,2025-11-18 12:08:27.690445
235,7033,NOT STARTED,2026-01-28 12:08:27.690893
591,6560,STARTED,2025-12-10 12:08:27.691304
228,2480,COMPLETED,2026-01-18 12:08:27.691704
567,3415,COMPLETED,2025-12-14 12:08:27.692127
326,4766,COMPLETED,2025-11-05 12:08:27.692545
433,7625,NOT STARTED,2025-12-04 12:08:27.693006
695,6886,COMPLETED,2025-11-02 12:08:27.693458
605,5186,NOT STARTED,2025-12-25 12:08:27.693929
747,6244,COMPLETED,2026-01-23 12:08:27.694399
710,4499,COMPLETED,2025-11-13 12:08:27.694844
639,7861,NOT STARTED,2026-01-20 12:08:27.695286
176,6898,NOT STARTED,2026-01-03 12:08:27.695725
762,5141,NOT STARTED,2025-11-19 12:08:27.696161
722,1429,COMPLETED,2025-12-01 12:08:27.696571
223,5966,STARTED,2026-01-03 12:08:27.696967
672,3128,STARTED,2025-12-07 12:08:27.697407
483,5214,STARTED,2025-12-08 12:08:27.697864
602,3138,STARTED,2025-12-27 12:08:27.698347
185,259,COMPLETED,2025-12-18 12:08:27.698794
568,6789,NOT STARTED,2026-01-08 12:08:27.753444
461,5344,STARTED,2026-01-28 12:08:27.754148
922,5276,STARTED,2025-12-23 12:08:27.754633
432,7906,STARTED,2025-12-11 12:08:27.755135
461,276,NOT STARTED,2025-10-31 12:08:27.755688
428,6341,NOT STARTED,2025-11-04 12:08:27.756210
619,6925,COMPLETED,2025-11-19 12:08:27.756705
516,5809,COMPLETED,2025-12-14 12:08:27.757272
911,4464,STARTED,2025-11-11 12:08:27.757808
684,591,STARTED,2025-12-14 12:08:27.758459
536,6965,STARTED,2025-11-14 12:08:27.758966
65,7268,STARTED,2025-12-22 12:08:27.759544
116,3122,COMPLETED,2025-12-11 12:08:27.760006
19,2839,NOT STARTED,2025-12-14 12:08:27.760533
863,3614,NOT STARTED,2025-11-07 12:08:27.761117
690,2250,COMPLETED,2025-11-17 12:08:27.761615
756,4180,STARTED,2026-01-27 12:08:27.762102
221,335,COMPLETED,2026-01-02 12:08:27.762536
517,5108,NOT STARTED,2025-12-26 12:08:27.762923
276,6680,COMPLETED,2025-11-15 12:08:27.763342
757,6763,NOT STARTED,2026-01-27 12:08:27.763820
614,6813,NOT STARTED,2025-12-19 12:08:27.764276
888,5953,STARTED,2026-01-08 12:08:27.764722
168,670,COMPLETED,2025-12-21 12:08:27.765272
203,5676,NOT STARTED,2026-01-02 12:08:27.765905
690,7687,NOT STARTED,2025-11-29 12:08:27.766445
282,7244,COMPLETED,2025-11-30 12:08:27.766916
295,6957,COMPLETED,2025-12-15 12:08:27.767391
193,2188,COMPLETED,2025-11-08 12:08:27.767851
8,1010,NOT STARTED,2025-11-04 12:08:27.768298
477,5320,STARTED,2025-11-17 12:08:27.768934
645,6836,NOT STARTED,2026-01-10 12:08:27.769411
753,5270,STARTED,2025-11-26 12:08:27.769970
195,5699,COMPLETED,2025-12-12 12:08:27.770417
596,3748,COMPLETED,2026-01-08 12:08:27.770881
554,6630,NOT STARTED,2025-12-21 12:08:27.771337
913,3231,STARTED,2025-12-03 12:08:27.771818
302,3410,STARTED,2025-11-12 12:08:27.772240
930,2045,NOT STARTED,2025-12-14 12:08:27.772642
112,3085,STARTED,2025-11-14 12:08:27.773042
628,4189,STARTED,2025-12-27 12:08:27.773525
189,4046,COMPLETED,2026-01-25 12:08:27.773951
914,606,COMPLETED,2025-11-24 12:08:27.774394
632,3809,COMPLETED,2026-01-08 12:08:27.774853
830,1834,COMPLETED,2025-11-25 12:08:27.775446
945,6850,COMPLETED,2025-12-17 12:08:27.775845
530,3736,COMPLETED,2025-11-24 12:08:27.776302
51,3287,STARTED,2025-12-07 12:08:27.776756
366,2616,NOT STARTED,2025-12-26 12:08:27.777291
529,4607,STARTED,2025-12-31 12:08:27.777741
33,2017,STARTED,2025-12-05 12:08:27.778301
565,6985,STARTED,2025-11-01 12:08:27.778867
461,1693,NOT STARTED,2025-12-27 12:08:27.779379
859,7287,NOT STARTED,2025-11-05 12:08:27.779856
8,426,COMPLETED,2025-12-12 12:08:27.780368
217,3074,STARTED,2025-11-07 12:08:27.780885
447,3851,NOT STARTED,2025-11-26 12:08:27.781444
192,4950,NOT STARTED,2025-12-07 12:08:27.781952
517,6329,STARTED,2025-12-10 12:08:27.782448
74,5888,NOT STARTED,2025-11-24 12:08:27.782933
797,4437,STARTED,2025-12-25 12:08:27.783401
113,2552,NOT STARTED,2025-12-12 12:08:27.783925
237,5323,NOT STARTED,2025-12-06 12:08:27.784445
19,7461,NOT STARTED,2025-11-19 12:08:27.784906
874,3549,COMPLETED,2026-01-26 12:08:27.785438
736,4555,COMPLETED,2025-11-26 12:08:27.785903
492,2591,STARTED,2025-11-21 12:08:27.786343
500,1631,STARTED,2025-11-14 12:08:27.786778
872,2216,STARTED,2025-12-07 12:08:27.787191
833,1982,STARTED,2026-01-06 12:08:27.787624
514,5475,STARTED,2025-12-30 12:08:27.788035
360,3861,STARTED,2025-12-05 12:08:27.788531
160,7694,NOT STARTED,2025-12-05 12:08:27.789030
915,3342,STARTED,2026-01-09 12:08:27.789516
502,1856,STARTED,2025-11-13 12:08:27.789928
665,3115,STARTED,2025-12-14 12:08:27.790328
159,4342,COMPLETED,2025-11-24 12:08:27.790728
48,6266,NOT STARTED,2026-01-18 12:08:27.791168
914,4087,COMPLETED,2025-12-08 12:08:27.791630
596,6578,STARTED,2025-12-09 12:08:27.792084
882,3512,COMPLETED,2025-11-26 12:08:27.792603
727,7026,NOT STARTED,2025-12-18 12:08:27.793029
420,5503,COMPLETED,2026-01-03 12:08:27.793474
912,153,COMPLETED,2025-12-03 12:08:27.793877
911,6049,STARTED,2025-11-16 12:08:27.794321
142,2798,STARTED,2025-11-10 12:08:27.794736
470,3836,COMPLETED,2025-12-10 12:08:27.795189
390,6930,COMPLETED,2026-01-22 12:08:27.795662
793,278,NOT STARTED,2026-01-07 12:08:27.796061
460,1703,NOT STARTED,2025-12-29 12:08:27.796456
477,1130,STARTED,2025-12-17 12:08:27.796838
73,1103,STARTED,2025-12-19 12:08:27.797309
575,2790,STARTED,2025-11-10 12:08:27.797724
593,1140,STARTED,2026-01-12 12:08:27.798208
253,2163,COMPLETED,2026-01-22 12:08:27.798691
186,6753,COMPLETED,2026-01-18 12:08:27.799098
124,4932,COMPLETED,2026-01-21 12:08:27.799510
411,2345,NOT STARTED,2025-12-05 12:08:27.799902
640,6471,STARTED,2025-12-01 12:08:27.800325
759,4736,STARTED,2025-12-27 12:08:27.800789
863,3728,COMPLETED,2025-11-30 12:08:27.801345
294,6667,COMPLETED,2026-01-08 12:08:27.801833
683,6448,NOT STARTED,2025-12-15 12:08:27.802250
40,1754,NOT STARTED,2025-11-18 12:08:27.802640
778,1430,STARTED,2025-12-29 12:08:27.803017
387,4742,COMPLETED,2025-11-04 12:08:27.803462
957,7394,NOT STARTED,2026-01-15 12:08:27.803851
623,6063,NOT STARTED,2025-11-01 12:08:27.804376
440,5899,STARTED,2025-11-30 12:08:27.804863
85,6455,NOT STARTED,2025-11-22 12:08:27.805300
407,3232,COMPLETED,2025-12-24 12:08:27.805697
459,4929,NOT STARTED,2025-11-19 12:08:27.806125
728,6064,NOT STARTED,2026-01-12 12:08:27.806557
570,1615,COMPLETED,2026-01-11 12:08:27.807035
917,3799,COMPLETED,2026-01-15 12:08:27.807448
730,3855,COMPLETED,2025-11-15 12:08:27.807901
819,2912,COMPLETED,2026-01-06 12:08:27.808328
484,6190,COMPLETED,2025-12-04 12:08:27.808810
921,7748,COMPLETED,2026-01-28 12:08:27.809251
654,1604,NOT STARTED,2025-11-08 12:08:27.809690
26,2547,STARTED,2026-01-16 12:08:27.810097
176,4804,STARTED,2025-11-11 12:08:27.810528
692,4868,NOT STARTED,2025-12-06 12:08:27.810932
757,7820,STARTED,2026-01-17 12:08:27.811377
398,616,NOT STARTED,2025-11-28 12:08:27.811779
959,7921,NOT STARTED,2026-01-15 12:08:27.812182
